ID,Status,base_setup,base_question,flip_question,flip_change,pic_base,pic_flip,indoor_outdoor,id,gpt_I0q0_json,gpt_I0q1_json,gpt_I1q0_json,gpt_I1q1_json
OC-19,Done,Board off to the side.,Are the keys clearly visible on the table in this photo?,Are the keys not visible on the table in this photo?,move the shaker bottle a few centimeters,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0941.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0942.jpeg,outdoor,OC-19,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}"
OC-20,Done,Closet with clothes hanging; items may be hidden behind clothing,Is the item behind the clothes clearly visible in this photo?,Is the item behind the clothes not visible (hidden by clothing)?,Move clothes aside to reveal the hidden item,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_1130.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_1131.jpeg,indoor,OC-20,"{""label"":""NOT_VISIBLE"",""reason_code"":""OCCLUSION"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""OCCLUSION"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""OCCLUSION"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-01,Done,Storefront window with items inside,Is the menu sign clearly visible in this photo?,Is the menu sign not visible in this photo (out of frame)?,Widen angle to include the delivery menu sign in frame,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0616.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0617.jpeg,outdoor,OF-01,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-02,Done,Subway entrance; narrow framing,Is the OMNY reader clearly visible in this photo?,Is the OMNY reader not visible in this photo (out of frame)?,Widen angle to include the OMNY tap reader in frame,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0620.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0621.jpeg,indoor,OF-02,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}","{""label"":""NOT_VISIBLE"",""reason_code"":""OUT_OF_FRAME"",""confidence"":0.9}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}"
OF-03,Done,Parked car on street; narrow framing,Is the bike clearly visible in this photo?,Is the bike not visible in this photo (out of frame)?,Widen angle to include the Citi Bike behind the car,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0389.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0390.jpeg,outdoor,OF-03,"{""label"":""NOT_VISIBLE"",""reason_code"":""OUT_OF_FRAME"",""confidence"":0.9}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-04,Done,Cluttered desk with various items,Is the desk periphery clearly visible in this photo?,Are the items at the edge of the desk not visible (out of frame)?,Widen angle to show items at the edge of the desk,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0265.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0266.jpeg,indoor,OF-04,"{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""OUT_OF_FRAME"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-05,Done,Desk with laptop and shelf; narrow framing,Is the mug clearly visible in this photo?,Is the mug not visible in this photo (out of frame)?,Widen angle to include the mug at the edge of the desk,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0263.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0264.jpeg,indoor,OF-05,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.9}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-06,Done,Outdoor park scene; narrow framing,Is the park bench with people clearly visible in this photo?,Is the park bench not visible in this photo (out of frame)?,Widen angle to include the park bench and people,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0403.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0404.jpeg,outdoor,OF-06,"{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-07,Done,Room with QR code sign; printer out of frame,Is the printer clearly visible in this photo?,Is the printer not visible in this photo (out of frame)?,Widen angle to include the printer on the shelf above,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0437.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0438.jpeg,indoor,OF-07,"{""label"":""NOT_VISIBLE"",""reason_code"":""OUT_OF_FRAME"",""confidence"":0.97}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-08,Done,Room with pool cues and bookshelf; billiard ball partially hidden,Is the billiard ball clearly visible in this photo?,Is the billiard ball not clearly visible in this photo?,Adjust angle so the billiard ball on the shelf is clearly visible,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0445.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0446.jpeg,indoor,OF-08,"{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.99}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-09,Done,Wall with NYU posters; water fountain out of frame,Is the water fountain clearly visible in this photo?,Is the water fountain not visible in this photo (out of frame)?,Widen angle to include the Elkay water bottle filling station,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_1135.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_1136.jpeg,indoor,OF-09,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.99}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.98}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}"
OF-10,Done,PC and dresser; narrow framing,Is the PC case clearly visible in this photo?,Is the PC case not visible in this photo (out of frame)?,Adjust framing to clearly show the PC case with RGB fans,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0440.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0441.jpeg,indoor,OF-10,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.98}","{""label"":""ABSTAIN"",""reason_code"":""INSUFFICIENT_CONTEXT"",""confidence"":0.9}"
OF-12,Done,Overhead view of bookshelf cart; pool cues partially in frame,Is the pool cue clearly visible in this photo?,Is the pool cue not clearly visible in this photo?,Widen angle to more clearly show the pool cues,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0951.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0953.jpeg,indoor,OF-12,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}"
OF-13,Done,Laundry basket out of frame.,Is the laundry basket visible in this photo?,Is the laundry basket not visible in this photo?,reframe to include it,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0673.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0674.jpeg,indoor,OF-13,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-14,Done,Microwave behind camera.,Is the bin visible in this photo?,Is the bin not visible in this photo?,Widen angle to include the bin in the frame,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0663.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0664.jpeg,indoor,OF-14,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":0.99}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""NOT_VISIBLE"",""reason_code"":""OUT_OF_FRAME"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}"
OF-15,Done,Poster visible but no bin.,Is the microwave visible in this photo?,Is the microwave not visible in this photo?,pan left to include chute door,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0667.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0668.jpeg,indoor,OF-15,"{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
OF-16,Done,Kitchen counter; some appliances out of frame,Is the microwave clearly visible in this photo?,Is the microwave not visible in this photo (out of frame)?,Widen angle to include the microwave on the counter,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0949.jpeg,/Users/neiltripathi/Documents/Paper with Davis/Images/IMG_0950.jpeg,indoor,OF-16,"{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":0.95}","{""label"":""VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}","{""label"":""NOT_VISIBLE"",""reason_code"":""NONE"",""confidence"":1.0}"
